Day,"CO2 Emission Allowances, Auction DE"
20.05.2018,15.2
21.05.2018,15.2
22.05.2018,15.2
23.05.2018,15.2
24.05.2018,15.2
25.05.2018,15.5666
26.05.2018,15.89
27.05.2018,15.89
28.05.2018,15.89
29.05.2018,15.89
30.05.2018,15.89
31.05.2018,15.89
01.06.2018,15.3641
02.06.2018,14.9
03.06.2018,14.9
04.06.2018,14.9
05.06.2018,14.9
06.06.2018,14.9
07.06.2018,14.9
08.06.2018,15.3675
09.06.2018,15.78
10.06.2018,15.78
11.06.2018,15.78
12.06.2018,15.78
13.06.2018,15.78
14.06.2018,15.78
15.06.2018,15.1637
16.06.2018,14.62
17.06.2018,14.62
18.06.2018,14.62
19.06.2018,14.62
20.06.2018,14.62
21.06.2018,14.62
22.06.2018,14.705
23.06.2018,14.78
24.06.2018,14.78
25.06.2018,14.78
26.06.2018,14.78
27.06.2018,14.78
28.06.2018,14.78
29.06.2018,14.8172
30.06.2018,14.85
01.07.2018,14.85
02.07.2018,14.85
03.07.2018,14.85
04.07.2018,14.85
05.07.2018,14.85
06.07.2018,15.2219
07.07.2018,15.55
08.07.2018,15.55
09.07.2018,15.55
10.07.2018,15.55
11.07.2018,15.55
12.07.2018,15.55
13.07.2018,15.6828
14.07.2018,15.8
15.07.2018,15.8
16.07.2018,15.8
17.07.2018,15.8
18.07.2018,15.8
19.07.2018,15.8
20.07.2018,16.3844
21.07.2018,16.9
22.07.2018,16.9
23.07.2018,16.9
24.07.2018,16.9
25.07.2018,16.9
26.07.2018,16.9
27.07.2018,16.9053
28.07.2018,16.91
29.07.2018,16.91
30.07.2018,16.91
31.07.2018,16.91
01.08.2018,16.91
02.08.2018,16.91
03.08.2018,17.2872
04.08.2018,17.62
05.08.2018,17.62
06.08.2018,17.62
07.08.2018,17.62
08.08.2018,17.62
09.08.2018,17.62
10.08.2018,17.6731
11.08.2018,17.72
12.08.2018,17.72
13.08.2018,17.72
14.08.2018,17.72
15.08.2018,17.72
16.08.2018,17.72
17.08.2018,17.9219
18.08.2018,18.1
19.08.2018,18.1
20.08.2018,18.1
21.08.2018,18.1
22.08.2018,18.1
23.08.2018,18.1
24.08.2018,19.4016
25.08.2018,20.55
26.08.2018,20.55
27.08.2018,20.55
28.08.2018,20.55
29.08.2018,20.55
30.08.2018,20.55
31.08.2018,20.8475
01.09.2018,21.11
02.09.2018,21.11
03.09.2018,21.11
04.09.2018,21.11
05.09.2018,21.11
06.09.2018,21.11
07.09.2018,21.8538
08.09.2018,22.51
09.09.2018,22.51
10.09.2018,22.51
11.09.2018,22.51
12.09.2018,22.51
13.09.2018,22.51
14.09.2018,20.9162
15.09.2018,19.51
16.09.2018,19.51
17.09.2018,19.51
18.09.2018,19.51
19.09.2018,19.51
20.09.2018,19.51
21.09.2018,19.51
22.09.2018,19.51
23.09.2018,19.51
24.09.2018,19.51
25.09.2018,19.51
26.09.2018,19.51
27.09.2018,19.51
28.09.2018,19.9297
29.09.2018,20.3
30.09.2018,20.3
01.10.2018,20.3
02.10.2018,20.3
03.10.2018,20.3
04.10.2018,20.3
05.10.2018,20.7463
06.10.2018,21.14
07.10.2018,21.14
08.10.2018,21.14
09.10.2018,21.14
10.10.2018,20.8629
11.10.2018,20.38
12.10.2018,20.1516
13.10.2018,19.95
14.10.2018,19.95
15.10.2018,19.95
16.10.2018,19.95
17.10.2018,19.95
18.10.2018,19.95
19.10.2018,19.5356
20.10.2018,19.17
21.10.2018,19.17
22.10.2018,19.17
23.10.2018,19.17
24.10.2018,19.17
25.10.2018,19.17
26.10.2018,19.0691
27.10.2018,18.98
28.10.2018,18.98
29.10.2018,18.98
30.10.2018,18.98
31.10.2018,18.98
01.11.2018,18.98
02.11.2018,17.4766
03.11.2018,16.15
04.11.2018,16.15
05.11.2018,16.15
06.11.2018,16.15
07.11.2018,16.15
08.11.2018,16.15
09.11.2018,17.7969
10.11.2018,19.25
11.11.2018,19.25
12.11.2018,19.25
13.11.2018,19.25
14.11.2018,19.25
15.11.2018,19.25
16.11.2018,19.25
17.11.2018,19.25
18.11.2018,19.25
19.11.2018,19.25
20.11.2018,19.25
21.11.2018,19.25
22.11.2018,19.25
23.11.2018,19.25
24.11.2018,19.25
25.11.2018,19.25
26.11.2018,19.25
27.11.2018,19.25
28.11.2018,19.25
29.11.2018,19.25
30.11.2018,19.25
01.12.2018,19.25
02.12.2018,19.25
03.12.2018,19.25
04.12.2018,19.25
05.12.2018,19.25
06.12.2018,19.25
07.12.2018,19.25
08.12.2018,19.25
09.12.2018,19.25
10.12.2018,19.25
11.12.2018,19.25
12.12.2018,19.25
13.12.2018,19.25
14.12.2018,19.25
15.12.2018,19.25
16.12.2018,19.25
17.12.2018,19.25
18.12.2018,19.25
19.12.2018,19.25
20.12.2018,19.25
21.12.2018,19.25
22.12.2018,19.25
23.12.2018,19.25
24.12.2018,19.25
25.12.2018,19.25
26.12.2018,19.25
27.12.2018,19.25
28.12.2018,19.25
29.12.2018,19.25
30.12.2018,19.25
31.12.2018,19.25
